"ano","categoria","atribuicao","comentario","venceu"
"1964 (37th)","Actress -- Leading Role","Anne Bancroft","The Pumpkin Eater {'Jo Armitage'}","NO"
"1964 (37th)","Actress -- Leading Role","Sophia Loren","Marriage Italian Style {'Filomena Marturano'}","NO"
"1964 (37th)","Actress -- Leading Role","Debbie Reynolds","The Unsinkable Molly Brown {'Molly Brown'}","NO"
"1964 (37th)","Actress -- Leading Role","Kim Stanley","Seance on a Wet Afternoon {'Myra Savage'}","NO"
"1964 (37th)","Actress -- Supporting Role","Gladys Cooper","My Fair Lady {'Mrs. Higgins'}","NO"
"1964 (37th)","Actress -- Supporting Role","Dame Edith Evans","The Chalk Garden {'Mrs. St. Maugham'}","NO"
"1964 (37th)","Actress -- Supporting Role","Grayson Hall","The Night of the Iguana {'Judith Fellowes'}","NO"
"1964 (37th)","Actress -- Supporting Role","Lila Kedrova","Zorba the Greek {'Madame Hortense'}","YES"
"1964 (37th)","Actress -- Supporting Role","Agnes Moorehead","Hush...Hush, Sweet Charlotte {'Velma Cruther'}","NO"
"1964 (37th)","Cinematography","The Americanization of Emily","Philip H. Lathrop","NO"
"1964 (37th)","Cinematography","Fate Is the Hunter","Milton Krasner","NO"
"1964 (37th)","Cinematography","Hush...Hush, Sweet Charlotte","Joseph Biroc","NO"
"1964 (37th)","Cinematography","The Night of the Iguana","Gabriel Figueroa","NO"
"1964 (37th)","Cinematography","Zorba the Greek","Walter Lassally","YES"
"1964 (37th)","Cinematography","Becket","Geoffrey Unsworth","NO"
"1964 (37th)","Cinematography","Cheyenne Autumn","William H. Clothier","NO"
"1964 (37th)","Cinematography","Mary Poppins","Edward Colman","NO"
"1964 (37th)","Cinematography","My Fair Lady","Harry Stradling","YES"
"1964 (37th)","Cinematography","The Unsinkable Molly Brown","Daniel L. Fapp","NO"
"1964 (37th)","Directing","Becket","Peter Glenville","NO"
"1964 (37th)","Directing","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","Stanley Kubrick","NO"
"1964 (37th)","Directing","Mary Poppins","Robert Stevenson","NO"
"1964 (37th)","Directing","My Fair Lady","George Cukor","YES"
"1964 (37th)","Directing","Zorba the Greek","Michael Cacoyannis","NO"
"1964 (37th)","Foreign Language Film","Raven's End","Sweden","NO"
"1964 (37th)","Foreign Language Film","Sallah","Israel","NO"
"1964 (37th)","Foreign Language Film","The Umbrellas of Cherbourg","France","NO"
"1964 (37th)","Foreign Language Film","Woman in the Dunes","Japan","NO"
"1964 (37th)","Foreign Language Film","Yesterday, Today and Tomorrow","Italy","YES"
"1964 (37th)","Music (Scoring)","Becket","Laurence Rosenthal","NO"
"1964 (37th)","Music (Scoring)","The Fall of the Roman Empire","Dimitri Tiomkin","NO"
"1964 (37th)","Music (Scoring)","Hush...Hush, Sweet Charlotte","Frank DeVol","NO"
"1964 (37th)","Music (Scoring)","Mary Poppins","Richard M. Sherman, Robert B. Sherman","YES"
"1964 (37th)","Music (Scoring)","The Pink Panther","Henry Mancini","NO"
"1964 (37th)","Music (Scoring)","A Hard Day's Night","George Martin","NO"
"1964 (37th)","Music (Scoring)","Mary Poppins","Irwin Kostal","NO"
"1964 (37th)","Music (Scoring)","My Fair Lady","Andre Previn","YES"
"1964 (37th)","Music (Scoring)","Robin and the 7 Hoods","Nelson Riddle","NO"
"1964 (37th)","Music (Scoring)","The Unsinkable Molly Brown","Robert Armbruster, Leo Arnaud, Jack Elliott, Jack Hayes, Calvin Jackson, Leo Shuken","NO"
"1964 (37th)","Music (Song)","Mary Poppins","Music and Lyrics by Richard M. Sherman and Robert B. Sherman","YES"
"1964 (37th)","Music (Song)","Dear Heart","Music by Henry Mancini; Lyrics by Jay Livingston and Ray Evans","NO"
"1964 (37th)","Music (Song)","Hush...Hush, Sweet Charlotte","Music by Frank DeVol; Lyrics by Mack David","NO"
"1964 (37th)","Music (Song)","Robin and the 7 Hoods","Music by James Van Heusen; Lyrics by Sammy Cahn","NO"
"1964 (37th)","Music (Song)","Where Love Has Gone","Music by James Van Heusen; Lyrics by Sammy Cahn","NO"
"1964 (37th)","Best Picture","Becket","Hal B. Wallis, Producer","NO"
"1964 (37th)","Best Picture","Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb","Stanley Kubrick, Producer","NO"
"1964 (37th)","Best Picture","Mary Poppins","Walt Disney and Bill Walsh, Producers","NO"
"1964 (37th)","Best Picture","My Fair Lady","Jack L. Warner, Producer","YES"
"1964 (37th)","Best Picture","Zorba the Greek","Michael Cacoyannis, Producer","NO"
"1964 (37th)","Honorary Award","William Tuttle","","YES"
"1963 (36th)","Actor -- Leading Role","Albert Finney","Tom Jones {'Tom Jones'}","NO"
"1963 (36th)","Actor -- Leading Role","Richard Harris","This Sporting Life {'Frank Machin'}","NO"
"1963 (36th)","Actor -- Leading Role","Rex Harrison","Cleopatra {'Julius Caesar'}","NO"
"1963 (36th)","Actor -- Leading Role","Paul Newman","Hud {'Hud Bannon'}","NO"
"1963 (36th)","Actor -- Leading Role","Sidney Poitier","Lilies of the Field {'Homer Smith'}","YES"
"1963 (36th)","Actor -- Supporting Role","Nick Adams","Twilight of Honor {'Ben Brown'}","NO"
"1963 (36th)","Actor -- Supporting Role","Bobby Darin","Captain Newman, M.D. {'Corp. Jim Tompkins'}","NO"
"1963 (36th)","Actor -- Supporting Role","Melvyn Douglas","Hud {'Homer Bannon'}","YES"
"1963 (36th)","Actor -- Supporting Role","Hugh Griffith","Tom Jones {'Squire Western'}","NO"
"1963 (36th)","Actor -- Supporting Role","John Huston","The Cardinal {'Cardinal Glennon'}","NO"
"1963 (36th)","Actress -- Leading Role","Leslie Caron","The L-Shaped Room {'Jane'}","NO"
"1963 (36th)","Actress -- Leading Role","Shirley MacLaine","Irma La Douce {'Irma La Douce'}","NO"
"1963 (36th)","Actress -- Leading Role","Patricia Neal","Hud {'Alma'}","YES"
"1963 (36th)","Actress -- Leading Role","Rachel Roberts","This Sporting Life {'Mrs. Hammond'}","NO"
"1963 (36th)","Actress -- Leading Role","Natalie Wood","Love with the Proper Stranger {'Angie'}","NO"
"1963 (36th)","Actress -- Supporting Role","Diane Cilento","Tom Jones {'Molly'}","NO"
"1963 (36th)","Actress -- Supporting Role","Dame Edith Evans","Tom Jones {'Miss Western'}","NO"
"1963 (36th)","Actress -- Supporting Role","Joyce Redman","Tom Jones {'Mrs. Waters'}","NO"
"1963 (36th)","Actress -- Supporting Role","Margaret Rutherford","The V.I.P.s {'Duchess of Brighton'}","YES"
"1963 (36th)","Actress -- Supporting Role","Lilia Skala","Lilies of the Field {'Mother Maria'}","NO"
"1963 (36th)","Cinematography","The Balcony","George Folsey","NO"
"1963 (36th)","Cinematography","The Caretakers","Lucien Ballard","NO"
"1963 (36th)","Cinematography","Hud","James Wong Howe","YES"
"1963 (36th)","Cinematography","Lilies of the Field","Ernest Haller","NO"
"1963 (36th)","Cinematography","Love with the Proper Stranger","Milton Krasner","NO"
"1963 (36th)","Cinematography","The Cardinal","Leon Shamroy","NO"
"1963 (36th)","Cinematography","Cleopatra","Leon Shamroy","YES"
"1963 (36th)","Cinematography","How the West Was Won","William H. Daniels, Milton Krasner, Charles Lang, Jr., Joseph LaShelle","NO"
"1963 (36th)","Cinematography","Irma La Douce","Joseph LaShelle","NO"
"1963 (36th)","Cinematography","It's a Mad, Mad, Mad, Mad World","Ernest Laszlo","NO"
"1963 (36th)","Directing","America America","Elia Kazan","NO"
"1963 (36th)","Directing","The Cardinal","Otto Preminger","NO"
"1963 (36th)","Directing","Federico Fellini's 8-1/2","Federico Fellini","NO"
"1963 (36th)","Directing","Hud","Martin Ritt","NO"
"1963 (36th)","Directing","Tom Jones","Tony Richardson","YES"
"1963 (36th)","Foreign Language Film","Federico Fellini's 8-1/2","Italy","YES"
"1963 (36th)","Foreign Language Film","Knife in the Water","Poland","NO"
"1963 (36th)","Foreign Language Film","Los Tarantos","Spain","NO"
"1963 (36th)","Foreign Language Film","The Red Lanterns","Greece","NO"
"1963 (36th)","Foreign Language Film","Twin Sisters of Kyoto","Japan","NO"
"1963 (36th)","Music (Scoring)","Cleopatra","Alex North","NO"
"1963 (36th)","Music (Scoring)","55 Days at Peking","Dimitri Tiomkin","NO"
"1963 (36th)","Music (Scoring)","How the West Was Won","Alfred Newman, Ken Darby","NO"
"1963 (36th)","Music (Scoring)","It's a Mad, Mad, Mad, Mad World","Ernest Gold","NO"
"1963 (36th)","Music (Scoring)","Tom Jones","John Addison","YES"
"1963 (36th)","Music (Scoring)","Bye Bye Birdie","John Green","NO"
"1963 (36th)","Music (Scoring)","Irma La Douce","Andre Previn","YES"
"1963 (36th)","Music (Scoring)","A New Kind of Love","Leith Stevens","NO"
"1963 (36th)","Music (Scoring)","Sundays and Cybele","Maurice Jarre","NO"
"1963 (36th)","Music (Scoring)","The Sword in the Stone","George Bruns","NO"
"1963 (36th)","Music (Song)","Papa's Delicate Condition","Music by James Van Heusen; Lyrics by Sammy Cahn","YES"
"1963 (36th)","Music (Song)","Charade","Music by Henry Mancini; Lyrics by Johnny Mercer","NO"
"1963 (36th)","Music (Song)","It's a Mad, Mad, Mad, Mad World","Music by Ernest Gold; Lyrics by Mack David","NO"
"1963 (36th)","Music (Song)","Mondo Cane","Music by Riz Ortolani and Nino Oliviero; Lyrics by Norman Newell","NO"
"1963 (36th)","Music (Song)","55 Days at Peking","Music by Dimitri Tiomkin; Lyrics by Paul Francis Webster","NO"
"1963 (36th)","Best Picture","America America","Elia Kazan, Producer","NO"
"1963 (36th)","Best Picture","Cleopatra","Walter Wanger, Producer","NO"
"1963 (36th)","Best Picture","How the West Was Won","Bernard Smith, Producer","NO"
"1963 (36th)","Best Picture","Lilies of the Field","Ralph Nelson, Producer","NO"
"1963 (36th)","Best Picture","Tom Jones","Tony Richardson, Producer","YES"
"1962 (35th)","Actor -- Leading Role","Burt Lancaster","Birdman of Alcatraz {'Robert Stroud'}","NO"
"1962 (35th)","Actor -- Leading Role","Jack Lemmon","Days of Wine and Roses {'Joe Clay'}","NO"
"1962 (35th)","Actor -- Leading Role","Marcello Mastroianni","Divorce--Italian Style {'Ferdinando Cefalu'}","NO"
"1962 (35th)","Actor -- Leading Role","Peter O'Toole","Lawrence of Arabia {'T.E. Lawrence'}","NO"
"1962 (35th)","Actor -- Leading Role","Gregory Peck","To Kill a Mockingbird {'Atticus Finch'}","YES"
"1962 (35th)","Actor -- Supporting Role","Ed Begley","Sweet Bird of Youth {'Tom 'Boss' Finley'}","YES"
"1962 (35th)","Actor -- Supporting Role","Victor Buono","What Ever Happened to Baby Jane? {'Edwin Flagg'}","NO"
"1962 (35th)","Actor -- Supporting Role","Telly Savalas","Birdman of Alcatraz {'Feto Gomez'}","NO"
"1962 (35th)","Actor -- Supporting Role","Omar Sharif","Lawrence of Arabia {'Sherif Ali ibn el Kharish'}","NO"
"1962 (35th)","Actor -- Supporting Role","Terence Stamp","Billy Budd {'Billy Budd'}","NO"
"1962 (35th)","Actress -- Leading Role","Anne Bancroft","The Miracle Worker {'Annie Sullivan'}","YES"
"1962 (35th)","Actress -- Leading Role","Bette Davis","What Ever Happened to Baby Jane? {'Jane Hudson'}","NO"
"1962 (35th)","Actress -- Leading Role","Katharine Hepburn","Long Day's Journey into Night {'Mary Tyrone'}","NO"
"1962 (35th)","Actress -- Leading Role","Geraldine Page","Sweet Bird of Youth {'Alexandra Del Lago'}","NO"
"1962 (35th)","Actress -- Leading Role","Lee Remick","Days of Wine and Roses {'Kirsten Arnesen'}","NO"
"1962 (35th)","Actress -- Supporting Role","Mary Badham","To Kill a Mockingbird {'Scout Finch'}","NO"
"1962 (35th)","Actress -- Supporting Role","Patty Duke","The Miracle Worker {'Helen Keller'}","YES"
"1962 (35th)","Actress -- Supporting Role","Shirley Knight","Sweet Bird of Youth {'Heavenly Finley'}","NO"
"1962 (35th)","Actress -- Supporting Role","Angela Lansbury","The Manchurian Candidate {'Raymond's Mother'}","NO"
"1962 (35th)","Actress -- Supporting Role","Thelma Ritter","Birdman of Alcatraz {'Elizabeth Stroud'}","NO"
"1962 (35th)","Cinematography","Birdman of Alcatraz","Burnett Guffey","NO"
"1962 (35th)","Cinematography","The Longest Day","Jean Bourgoin, Walter Wottitz, (Henri Persin)","YES"
"1962 (35th)","Cinematography","To Kill a Mockingbird","Russell Harlan","NO"
"1962 (35th)","Cinematography","Two for the Seesaw","Ted McCord","NO"
"1962 (35th)","Cinematography","What Ever Happened to Baby Jane?","Ernest Haller","NO"
"1962 (35th)","Cinematography","Gypsy","Harry Stradling, Sr.","NO"
"1962 (35th)","Cinematography","Hatari!","Russell Harlan","NO"
"1962 (35th)","Cinematography","Lawrence of Arabia","Fred A. Young","YES"
"1962 (35th)","Cinematography","Mutiny on the Bounty","Robert L. Surtees","NO"
"1962 (35th)","Cinematography","The Wonderful World of the Brothers Grimm","Paul C. Vogel","NO"
"1962 (35th)","Directing","David and Lisa","Frank Perry","NO"
"1962 (35th)","Directing","Divorce--Italian Style","Pietro Germi","NO"
"1962 (35th)","Directing","Lawrence of Arabia","David Lean","YES"
"1962 (35th)","Directing","The Miracle Worker","Arthur Penn","NO"
"1962 (35th)","Directing","To Kill a Mockingbird","Robert Mulligan","NO"
"1962 (35th)","Foreign Language Film","Electra","Greece","NO"
"1962 (35th)","Foreign Language Film","The Four Days of Naples","Italy","NO"
"1962 (35th)","Foreign Language Film","Keeper of Promises (The Given Word)","Brazil","NO"
"1962 (35th)","Foreign Language Film","Sundays and Cybele","France","YES"
"1962 (35th)","Foreign Language Film","Tlayucan","Mexico","NO"
"1962 (35th)","Music (Scoring)","Freud","Jerry Goldsmith","NO"
"1962 (35th)","Music (Scoring)","Lawrence of Arabia","Maurice Jarre","YES"
"1962 (35th)","Music (Scoring)","Mutiny on the Bounty","Bronislau Kaper","NO"
"1962 (35th)","Music (Scoring)","Taras Bulba","Franz Waxman","NO"
"1962 (35th)","Music (Scoring)","To Kill a Mockingbird","Elmer Bernstein","NO"
"1962 (35th)","Music (Scoring)","Billy Rose's Jumbo","George Stoll","NO"
"1962 (35th)","Music (Scoring)","Gigot","Michel Magne","NO"
"1962 (35th)","Music (Scoring)","Gypsy","Frank Perkins","NO"
"1962 (35th)","Music (Scoring)","Meredith Willson's The Music Man","Ray Heindorf","YES"
"1962 (35th)","Music (Scoring)","The Wonderful World of the Brothers Grimm","Leigh Harline","NO"
"1962 (35th)","Music (Song)","Days of Wine and Roses","Music by Henry Mancini; Lyrics by Johnny Mercer","YES"
"1962 (35th)","Music (Song)","Mutiny on the Bounty","Music by Bronislau Kaper; Lyrics by Paul Francis Webster","NO"
"1962 (35th)","Music (Song)","Two for the Seesaw","Music by Andre Previn; Lyrics by Dory Langdon","NO"
"1962 (35th)","Music (Song)","Tender Is the Night","Music by Sammy Fain; Lyrics by Paul Francis Webster","NO"
"1962 (35th)","Music (Song)","Walk on the Wild Side","Music by Elmer Bernstein; Lyrics by Mack David","NO"
"1962 (35th)","Best Picture","Lawrence of Arabia","Sam Spiegel, Producer","YES"
"1962 (35th)","Best Picture","The Longest Day","Darryl F. Zanuck, Producer","NO"
"1962 (35th)","Best Picture","Meredith Willson's The Music Man","Morton Da Costa, Producer","NO"
"1962 (35th)","Best Picture","Mutiny on the Bounty","Aaron Rosenberg, Producer","NO"
"1962 (35th)","Best Picture","To Kill a Mockingbird","Alan J. Pakula, Producer","NO"
"1961 (34th)","Actor -- Leading Role","Charles Boyer","Fanny {'César'}","NO"
"1961 (34th)","Actor -- Leading Role","Paul Newman","The Hustler {'Eddie Felson'}","NO"
"1961 (34th)","Actor -- Leading Role","Maximilian Schell","Judgment at Nuremberg {'Hans Rolfe'}","YES"
"1961 (34th)","Actor -- Leading Role","Spencer Tracy","Judgment at Nuremberg {'Judge Dan Haywood'}","NO"
"1961 (34th)","Actor -- Leading Role","Stuart Whitman","The Mark {'Jim Fuller'}","NO"
"1961 (34th)","Actor -- Supporting Role","George Chakiris","West Side Story {'Bernardo'}","YES"
"1961 (34th)","Actor -- Supporting Role","Montgomery Clift","Judgment at Nuremberg {'Rudolph Peterson'}","NO"
"1961 (34th)","Actor -- Supporting Role","Peter Falk","Pocketful of Miracles {'Joy Boy'}","NO"
"1961 (34th)","Actor -- Supporting Role","Jackie Gleason","The Hustler {'Minnesota Fats'}","NO"
"1961 (34th)","Actor -- Supporting Role","George C. Scott","The Hustler {'Bert Gordon'}","NO"
"1961 (34th)","Actress -- Leading Role","Audrey Hepburn","Breakfast at Tiffany's {'Holly Golightly'}","NO"
"1961 (34th)","Actress -- Leading Role","Piper Laurie","The Hustler {'Sarah Packard'}","NO"
"1961 (34th)","Actress -- Leading Role","Sophia Loren","Two Women {'Cesira'}","YES"
"1961 (34th)","Actress -- Leading Role","Geraldine Page","Summer and Smoke {'Alma Winemiller'}","NO"
"1961 (34th)","Actress -- Leading Role","Natalie Wood","Splendor in the Grass {'Wilma Dean Loomis'}","NO"
"1961 (34th)","Actress -- Supporting Role","Fay Bainter","The Children's Hour {'Mrs. Amelia Tilford'}","NO"
"1961 (34th)","Actress -- Supporting Role","Judy Garland","Judgment at Nuremberg {'Irene Hoffman'}","NO"
"1961 (34th)","Actress -- Supporting Role","Lotte Lenya","The Roman Spring of Mrs. Stone {'Countess Magda Terribili-Gonzales'}","NO"
"1961 (34th)","Actress -- Supporting Role","Una Merkel","Summer and Smoke {'Mrs. Winemiller'}","NO"
"1961 (34th)","Actress -- Supporting Role","Rita Moreno","West Side Story {'Anita'}","YES"
"1961 (34th)","Cinematography","The Absent Minded Professor","Edward Colman","NO"
"1961 (34th)","Cinematography","The Children's Hour","Franz F. Planer","NO"
"1961 (34th)","Cinematography","The Hustler","Eugen Shuftan","YES"
"1961 (34th)","Cinematography","Judgment at Nuremberg","Ernest Laszlo","NO"
"1961 (34th)","Cinematography","One, Two, Three","Daniel L. Fapp","NO"
"1961 (34th)","Cinematography","Fanny","Jack Cardiff","NO"
"1961 (34th)","Cinematography","Flower Drum Song","Russell Metty","NO"
"1961 (34th)","Cinematography","A Majority of One","Harry Stradling, Sr.","NO"
"1961 (34th)","Cinematography","One-Eyed Jacks","Charles Lang, Jr.","NO"
"1961 (34th)","Cinematography","West Side Story","Daniel L. Fapp","YES"
"1961 (34th)","Directing","The Guns of Navarone","J. Lee Thompson","NO"
"1961 (34th)","Directing","The Hustler","Robert Rossen","NO"
"1961 (34th)","Directing","Judgment at Nuremberg","Stanley Kramer","NO"
"1961 (34th)","Directing","La Dolce Vita","Federico Fellini","NO"
"1961 (34th)","Directing","West Side Story","Robert Wise, Jerome Robbins","YES"
"1961 (34th)","Foreign Language Film","Harry and the Butler","Denmark","NO"
"1961 (34th)","Foreign Language Film","Immortal Love","Japan","NO"
"1961 (34th)","Foreign Language Film","The Important Man","Mexico","NO"
"1961 (34th)","Foreign Language Film","Placido","Spain","NO"
"1961 (34th)","Foreign Language Film","Through a Glass Darkly","Sweden","YES"
"1961 (34th)","Music (Scoring)","Breakfast at Tiffany's","Henry Mancini","YES"
"1961 (34th)","Music (Scoring)","El Cid","Miklos Rozsa","NO"
"1961 (34th)","Music (Scoring)","Fanny","Morris Stoloff, Harry Sukman","NO"
"1961 (34th)","Music (Scoring)","The Guns of Navarone","Dimitri Tiomkin","NO"
"1961 (34th)","Music (Scoring)","Summer and Smoke","Elmer Bernstein","NO"
"1961 (34th)","Music (Scoring)","Babes in Toyland","George Bruns","NO"
"1961 (34th)","Music (Scoring)","Flower Drum Song","Alfred Newman, Ken Darby","NO"
"1961 (34th)","Music (Scoring)","Khovanshchina","Dimitri Shostakovich","NO"
"1961 (34th)","Music (Scoring)","Paris Blues","Duke Ellington","NO"
"1961 (34th)","Music (Scoring)","West Side Story","Saul Chaplin, Johnny Green, Sid Ramin, Irwin Kostal","YES"
